,age,body_type,diet,drinks,drugs,height,income,job,orientation,sex,sign,smokes,status,diet_modifier,education_status,education_institution,ethnicities_indian,ethnicities_native_american,ethnicities_middle_eastern,ethnicities_asian,ethnicities_white,ethnicities_black,ethnicities_other,ethnicities_pacific_islander,ethnicities_hispanic_/_latin,offspring_status,offspring_future,pets_cats,pets_dogs,religion_type,religion_modifier,sign_modifier,speaks_english,speaks_spanish,speaks_french,speaks_c++,speaks_chinese,speaks_japanese,speaks_german,speaks_italian
20413,48,a little extra,anything,not at all,never,66.0,20000.0,artistic / musical / writer,straight,m,sagittarius,yes,single,strictly,graduated from,college/university,0,0,0,0,1,0,0,0,0,doesn't have kids,doesn't want,likes cats,likes dogs,buddhism,laughing about it,but it doesn't matter,1,0,0,0,0,0,0,0
20447,18,thin,anything,rarely,never,71.0,20000.0,student,straight,m,virgo,no,single,strictly,working on,two-year college,0,0,0,0,1,0,0,0,0,doesn't have kids,doesn't want,likes cats,has dogs,catholicism,not too serious about it,but it doesn't matter,1,0,0,0,0,0,0,0
20531,32,average,anything,socially,never,70.0,150000.0,executive / management,straight,m,capricorn,no,single,mostly,graduated from,masters program,0,0,0,0,0,0,0,0,1,doesn't have kids,might want,likes cats,likes dogs,catholicism,laughing about it,and it's fun to think about,1,0,0,0,0,0,0,0
20534,37,average,anything,socially,never,63.0,100000.0,computer / hardware / software,straight,m,cancer,no,single,mostly,graduated from,college/university,0,0,0,0,1,0,0,0,0,doesn't have kids,wants,likes cats,likes dogs,catholicism,not too serious about it,and it's fun to think about,1,0,0,0,0,0,0,0
20539,25,average,anything,rarely,sometimes,69.0,80000.0,science / tech / engineering,bisexual,m,aquarius,when drinking,available,no specified diet modifier,graduated from,space camp,0,0,0,0,1,0,0,0,0,doesn't have kids,wants,likes cats,likes dogs,atheism,somewhat serious about it,but it doesn't matter,1,0,0,1,0,0,0,0
20562,18,athletic,anything,often,sometimes,70.0,20000.0,medicine / health,straight,m,capricorn,sometimes,single,mostly,working on,college/university,0,0,0,0,1,0,0,0,0,doesn't have kids,doesn't want,likes cats,has dogs,judaism,laughing about it,and it's fun to think about,1,0,0,0,0,0,0,0
20623,29,thin,anything,socially,sometimes,72.0,40000.0,education / academia,straight,m,aquarius,no,single,no specified diet modifier,graduated from,college/university,0,0,0,0,1,0,0,0,0,doesn't have kids,doesn't want,likes cats,likes dogs,atheism,laughing about it,but it doesn't matter,1,0,0,0,0,0,0,0
20630,23,average,vegetarian,socially,sometimes,64.0,20000.0,student,straight,f,gemini,when drinking,single,mostly,graduated from,college/university,0,0,0,0,1,0,0,0,1,doesn't have kids,might want,likes cats,likes dogs,catholicism,not too serious about it,and it's fun to think about,1,1,0,0,0,0,0,0
20637,31,athletic,anything,socially,never,72.0,70000.0,construction / craftsmanship,straight,m,sagittarius,no,single,strictly,graduated from,two-year college,0,0,0,0,1,0,0,0,0,doesn't have kids,wants,likes cats,has dogs,atheism,laughing about it,and it's fun to think about,1,0,0,0,0,0,0,0
20673,48,fit,anything,socially,never,69.0,60000.0,computer / hardware / software,straight,f,aries,no,single,mostly,graduated from,law school,0,0,0,0,1,0,0,0,0,doesn't have kids,might want,has cats,has dogs,agnosticism,very serious about it,but it doesn't matter,1,0,0,0,0,0,0,0
20685,37,fit,anything,rarely,never,67.0,70000.0,artistic / musical / writer,straight,f,leo,no,single,mostly,graduated from,masters program,0,0,0,0,1,0,1,0,0,doesn't have kids,might want,likes cats,likes dogs,agnosticism,laughing about it,but it doesn't matter,1,1,1,0,0,0,0,1
20714,19,thin,anything,socially,never,66.0,20000.0,student,straight,f,cancer,no,single,mostly,working on,college/university,0,0,0,0,0,1,0,0,0,doesn't have kids,wants,likes cats,likes dogs,christianity,somewhat serious about it,and it's fun to think about,1,0,0,0,0,0,0,0
20724,29,average,anything,often,sometimes,65.0,50000.0,political / government,straight,m,capricorn,trying to quit,single,mostly,graduated from,college/university,0,0,0,1,0,0,0,0,0,doesn't have kids,wants,likes cats,has dogs,buddhism,not too serious about it,but it doesn't matter,1,0,0,0,1,0,0,0
20778,22,average,anything,often,sometimes,68.0,20000.0,other,bisexual,f,virgo,yes,single,strictly,dropped out of,college/university,0,0,0,0,1,0,0,0,0,doesn't have kids,doesn't want,likes cats,likes dogs,atheism,laughing about it,and it's fun to think about,1,0,0,0,0,0,0,0
20869,23,average,vegetarian,socially,never,72.0,100000.0,computer / hardware / software,straight,m,taurus,no,single,mostly,graduated from,college/university,0,0,0,0,0,0,1,0,0,doesn't have kids,might want,likes cats,likes dogs,atheism,laughing about it,but it doesn't matter,1,0,0,1,0,1,0,0
20974,29,athletic,anything,socially,sometimes,71.0,30000.0,sales / marketing / biz dev,straight,m,gemini,no,single,mostly,graduated from,college/university,0,0,0,0,1,0,0,0,0,doesn't have kids,might want,likes cats,likes dogs,other,laughing about it,and it's fun to think about,1,1,0,0,0,0,0,0
21307,23,athletic,anything,rarely,sometimes,70.0,60000.0,other,straight,m,aquarius,yes,single,strictly,dropped out of,college/university,0,0,0,0,1,0,0,0,0,doesn't have kids,doesn't want,has cats,has dogs,other,not too serious about it,and it's fun to think about,1,0,0,0,0,0,0,0
21565,47,a little extra,anything,socially,never,67.0,50000.0,clerical / administrative,straight,f,pisces,no,single,no specified diet modifier,graduated from,high school,0,0,0,0,1,0,0,0,0,has kids,doesn't want,has cats,likes dogs,catholicism,not too serious about it,but it doesn't matter,1,0,0,0,0,0,0,0
21606,29,average,anything,socially,sometimes,72.0,70000.0,executive / management,straight,m,libra,trying to quit,single,strictly,graduated from,college/university,0,0,0,0,1,0,0,0,0,doesn't have kids,might want,has cats,likes dogs,other,laughing about it,but it doesn't matter,1,1,0,0,0,0,0,0
21673,21,curvy,anything,rarely,never,70.0,20000.0,student,straight,f,cancer,no,single,mostly,working on,college/university,0,0,0,0,1,0,0,0,0,doesn't have kids,wants,has cats,has dogs,christianity,very serious about it,and it's fun to think about,1,0,0,0,0,0,0,0
21734,22,curvy,anything,often,often,69.0,20000.0,other,bisexual,f,scorpio,yes,seeing someone,mostly,graduated from,space camp,0,0,0,0,1,0,0,0,0,doesn't have kids,doesn't want,has cats,likes dogs,other,laughing about it,and it's fun to think about,1,0,1,0,0,0,0,0
21820,53,fit,anything,often,never,70.0,100000.0,construction / craftsmanship,straight,m,scorpio,no,single,strictly,graduated from,college/university,0,0,0,0,1,0,0,0,0,has kids,doesn't want,likes cats,likes dogs,other,not too serious about it,and it's fun to think about,1,1,1,0,0,0,0,0
21830,27,fit,anything,socially,never,73.0,30000.0,entertainment / media,straight,f,taurus,no,single,mostly,graduated from,two-year college,0,1,0,0,1,1,0,0,0,doesn't have kids,might want,has cats,likes dogs,agnosticism,somewhat serious about it,and it's fun to think about,1,0,1,0,0,0,0,0
21848,37,average,anything,socially,sometimes,71.0,70000.0,entertainment / media,straight,m,gemini,trying to quit,single,mostly,working on,space camp,0,1,0,0,1,1,1,0,1,doesn't have kids,doesn't want,likes cats,likes dogs,buddhism,somewhat serious about it,and it's fun to think about,1,0,0,0,0,0,0,0
21861,31,athletic,anything,often,sometimes,75.0,250000.0,banking / financial / real estate,straight,m,taurus,when drinking,single,mostly,graduated from,masters program,0,0,0,0,1,0,0,0,0,has a kid,doesn't want,likes cats,likes dogs,christianity,somewhat serious about it,and it matters a lot,1,0,0,0,0,0,0,0
21869,20,average,anything,socially,never,62.0,20000.0,executive / management,straight,f,libra,no,single,strictly,working on,college/university,0,0,0,1,0,0,0,0,0,doesn't have kids,wants,likes cats,likes dogs,agnosticism,not too serious about it,and it's fun to think about,1,1,0,0,1,0,0,0
21943,23,fit,anything,socially,sometimes,68.0,20000.0,other,straight,f,aries,no,single,mostly,working on,college/university,0,0,0,0,0,0,0,0,1,doesn't have kids,doesn't want,likes cats,has dogs,christianity,laughing about it,and it's fun to think about,1,1,0,0,0,0,0,0
21954,40,average,anything,often,never,75.0,70000.0,medicine / health,gay,m,aquarius,no,single,no specified diet modifier,graduated from,two-year college,0,0,0,0,1,0,0,0,0,doesn't have kids,might want,has cats,has dogs,catholicism,not too serious about it,but it doesn't matter,1,0,0,0,0,0,0,0
21990,33,average,anything,often,sometimes,75.0,50000.0,other,straight,m,libra,when drinking,single,mostly,dropped out of,college/university,0,0,0,0,1,0,0,0,1,doesn't have kids,wants,likes cats,likes dogs,atheism,not too serious about it,but it doesn't matter,1,0,0,0,0,0,0,0
21999,44,thin,anything,often,never,67.0,70000.0,computer / hardware / software,gay,m,aquarius,no,single,mostly,dropped out of,masters program,0,0,0,0,0,0,0,0,1,doesn't have kids,might want,likes cats,likes dogs,atheism,somewhat serious about it,but it doesn't matter,1,1,0,0,0,0,0,0
22022,36,curvy,anything,socially,never,60.0,60000.0,entertainment / media,straight,f,aries,no,single,mostly,graduated from,masters program,0,0,0,0,1,0,0,0,0,doesn't have kids,might want,has cats,likes dogs,judaism,not too serious about it,but it doesn't matter,1,0,0,0,0,0,0,0
22183,25,fit,anything,often,never,72.0,20000.0,entertainment / media,straight,m,scorpio,no,available,mostly,dropped out of,college/university,0,0,0,0,1,0,0,0,0,doesn't have kids,wants,has cats,likes dogs,atheism,not too serious about it,but it doesn't matter,1,0,0,0,0,0,0,0
22473,27,a little extra,anything,socially,sometimes,75.0,30000.0,other,straight,m,libra,no,single,strictly,graduated from,college/university,0,0,0,0,1,0,0,0,0,doesn't have kids,might want,likes cats,likes dogs,atheism,very serious about it,and it's fun to think about,1,0,0,0,0,0,0,0
22534,20,a little extra,anything,socially,never,62.0,20000.0,student,bisexual,f,virgo,no,single,mostly,working on,college/university,0,0,0,0,1,0,0,0,0,doesn't have kids,wants,has cats,likes dogs,atheism,somewhat serious about it,and it's fun to think about,1,0,1,0,0,0,0,0
22618,28,athletic,anything,socially,sometimes,66.0,80000.0,science / tech / engineering,straight,m,leo,no,single,strictly,graduated from,masters program,0,0,0,1,0,0,0,0,0,doesn't have kids,might want,likes cats,has dogs,agnosticism,very serious about it,but it doesn't matter,1,0,0,0,1,0,0,0
22676,57,curvy,vegetarian,socially,sometimes,65.0,20000.0,law / legal services,straight,f,sagittarius,sometimes,available,mostly,graduated from,law school,0,1,0,0,1,0,0,0,0,has kids,doesn't want,likes cats,likes dogs,agnosticism,laughing about it,and it's fun to think about,1,1,0,1,0,0,0,0
22711,30,jacked,other,rarely,often,70.0,40000.0,sales / marketing / biz dev,straight,m,capricorn,no,single,mostly,graduated from,college/university,0,0,0,0,1,0,0,0,0,doesn't have kids,doesn't want,likes cats,likes dogs,atheism,very serious about it,but it doesn't matter,1,1,1,0,0,0,1,0
22789,33,average,anything,socially,never,75.0,40000.0,education / academia,straight,m,taurus,no,single,mostly,graduated from,masters program,0,0,0,0,1,0,0,0,0,doesn't have kids,might want,likes cats,likes dogs,christianity,somewhat serious about it,but it doesn't matter,1,1,0,0,0,0,0,0
23049,27,fit,anything,rarely,never,71.0,70000.0,computer / hardware / software,straight,m,pisces,no,single,mostly,graduated from,masters program,0,0,0,0,1,0,0,0,0,doesn't have kids,might want,likes cats,likes dogs,atheism,laughing about it,and it's fun to think about,1,0,1,0,0,0,1,0
23108,39,average,other,rarely,never,67.0,70000.0,medicine / health,straight,m,scorpio,no,single,mostly,working on,masters program,0,1,0,0,1,0,0,0,0,doesn't have kids,might want,likes cats,likes dogs,judaism,laughing about it,and it's fun to think about,1,1,0,0,0,0,0,0
23236,23,average,anything,socially,never,62.0,20000.0,artistic / musical / writer,bisexual,f,taurus,sometimes,single,no specified diet modifier,graduated from,high school,0,0,0,0,1,0,0,0,0,doesn't have kids,wants,likes cats,likes dogs,other,laughing about it,but it doesn't matter,1,1,1,0,0,0,1,0
23384,33,jacked,anything,socially,sometimes,67.0,1000000.0,hospitality / travel,straight,m,capricorn,sometimes,single,strictly,working on,space camp,0,0,1,0,1,0,0,0,0,doesn't have kids,doesn't want,likes cats,likes dogs,atheism,laughing about it,but it doesn't matter,1,1,1,0,0,0,0,0
23389,32,fit,other,often,never,79.0,60000.0,science / tech / engineering,straight,m,cancer,no,single,mostly,graduated from,college/university,0,0,0,0,1,0,0,0,0,doesn't have kids,might want,likes cats,likes dogs,other,somewhat serious about it,but it doesn't matter,1,1,0,0,0,0,0,0
23418,29,jacked,anything,socially,never,69.0,100000.0,executive / management,straight,m,cancer,no,single,mostly,working on,masters program,0,0,0,0,1,0,0,0,1,doesn't have kids,wants,likes cats,likes dogs,buddhism,not too serious about it,and it's fun to think about,1,1,1,0,0,0,0,0
23544,33,skinny,anything,rarely,often,72.0,20000.0,unemployed,straight,m,aquarius,yes,seeing someone,mostly,graduated from,college/university,0,0,0,0,1,0,0,0,0,doesn't have kids,wants,has cats,has dogs,other,not too serious about it,and it's fun to think about,1,0,0,0,0,0,0,0
23647,34,a little extra,anything,socially,never,66.0,100000.0,computer / hardware / software,straight,m,libra,no,single,mostly,graduated from,college/university,0,0,0,0,0,0,0,1,0,doesn't have kids,might want,likes cats,likes dogs,agnosticism,not too serious about it,but it doesn't matter,1,0,0,0,0,0,0,0
23738,23,average,anything,socially,never,69.0,20000.0,military,straight,m,gemini,no,single,no specified diet modifier,graduated from,high school,0,1,0,0,1,0,0,0,0,doesn't have kids,might want,has cats,has dogs,other,not too serious about it,but it doesn't matter,1,0,0,0,0,0,0,0
23820,53,athletic,anything,rarely,never,68.0,100000.0,computer / hardware / software,straight,m,aries,no,single,mostly,graduated from,college/university,0,0,0,0,1,0,0,0,0,has kids,doesn't want,has cats,has dogs,atheism,laughing about it,and it's fun to think about,1,0,0,1,0,0,0,0
23823,26,curvy,other,socially,never,67.0,30000.0,artistic / musical / writer,straight,f,cancer,no,married,strictly,graduated from,college/university,0,0,0,0,1,0,0,0,0,doesn't have kids,wants,has cats,likes dogs,agnosticism,not too serious about it,and it matters a lot,1,1,0,0,0,0,0,0
23935,30,athletic,anything,not at all,never,66.0,40000.0,medicine / health,gay,m,cancer,no,single,mostly,graduated from,college/university,0,0,0,1,0,0,0,1,0,doesn't have kids,wants,likes cats,has dogs,catholicism,not too serious about it,and it's fun to think about,1,0,0,0,0,1,0,0
24077,32,average,anything,rarely,never,70.0,100000.0,hospitality / travel,straight,m,aquarius,sometimes,single,mostly,graduated from,college/university,0,0,0,0,1,0,0,0,0,doesn't have kids,might want,likes cats,has dogs,other,laughing about it,but it doesn't matter,1,0,0,0,0,0,0,0
24104,35,average,anything,socially,never,69.0,60000.0,artistic / musical / writer,straight,m,aquarius,no,single,mostly,graduated from,college/university,0,1,0,1,1,0,0,0,0,doesn't have kids,might want,likes cats,likes dogs,agnosticism,not too serious about it,and it's fun to think about,1,0,0,0,0,0,0,0
24119,26,average,anything,not at all,never,74.0,30000.0,other,straight,m,gemini,no,single,mostly,graduated from,high school,0,0,0,0,0,0,0,0,1,doesn't have kids,might want,likes cats,likes dogs,agnosticism,laughing about it,but it doesn't matter,1,1,0,0,0,0,0,0
24282,19,overweight,anything,not at all,never,71.0,30000.0,artistic / musical / writer,straight,f,capricorn,no,single,mostly,working on,college/university,0,0,0,0,0,0,1,0,0,doesn't have kids,might want,likes cats,has dogs,atheism,laughing about it,but it doesn't matter,1,1,0,0,0,0,0,1
24328,36,average,anything,rarely,never,72.0,50000.0,construction / craftsmanship,straight,m,gemini,sometimes,single,mostly,graduated from,two-year college,0,0,0,0,0,1,0,0,0,has kids,might want,likes cats,likes dogs,catholicism,not too serious about it,and it's fun to think about,1,0,0,0,0,0,0,0
24395,25,fit,anything,socially,never,67.0,70000.0,medicine / health,straight,f,virgo,no,single,mostly,working on,college/university,0,0,0,0,1,0,0,0,0,doesn't have kids,might want,likes cats,has dogs,catholicism,somewhat serious about it,and it's fun to think about,1,0,0,0,0,0,0,0
24423,24,average,anything,socially,sometimes,66.0,20000.0,medicine / health,straight,f,pisces,sometimes,single,mostly,graduated from,two-year college,0,0,0,1,1,0,0,1,0,doesn't have kids,doesn't want,likes cats,likes dogs,other,laughing about it,and it's fun to think about,1,1,0,0,0,0,0,0
