,age,body_type,diet,drinks,drugs,height,job,orientation,sex,smokes,status,diet_modifier,education_status_extracted,education_institution_extracted,ethnicities_pacific_islander,ethnicities_other,ethnicities_black,ethnicities_indian,ethnicities_middle_eastern,ethnicities_native_american,ethnicities_hispanic_/_latin,ethnicities_asian,ethnicities_white,offspring_status,offspring_future,pets_cats,pets_dogs,religion_type,religion_modifier,sign_extracted,sign_modifier_extracted,speaks_english,speaks_spanish,speaks_french,speaks_russian,speaks_c++,speaks_chinese,speaks_tagalog,speaks_esperanto,speaks_portuguese,speaks_japanese,speaks_lisp,speaks_ukrainian,speaks_german,speaks_sanskrit,speaks_thai,speaks_hindi,speaks_ancient,speaks_italian,speaks_sign,speaks_swedish,speaks_sign_language,speaks_romanian,speaks_latin,speaks_other,speaks_dutch,speaks_danish,speaks_arabic,speaks_hebrew,speaks_korean,speaks_gujarati,speaks_hawaiian,speaks_farsi,speaks_afrikaans,speaks_yiddish,speaks_hungarian,speaks_vietnamese,speaks_indonesian,speaks_latvian,speaks_irish,speaks_swahili,speaks_rotuman,speaks_czech,speaks_icelandic,speaks_norwegian,speaks_tamil,speaks_greek,speaks_tibetan,speaks_catalan,speaks_croatian,speaks_turkish,speaks_armenian,speaks_mongolian,speaks_serbian,speaks_polish,speaks_slovak,speaks_bengali,speaks_urdu,speaks_persian,speaks_welsh,speaks_khmer,speaks_ilongo,speaks_cebuano,speaks_malay,speaks_albanian,speaks_bulgarian,speaks_basque,speaks_occitan,speaks_finnish
10413,-0.4568423732242173,2,0,4,0,0.9302849458282936,1,2,1,0,3,2,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,4,1,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10479,-0.03534292491456419,10,0,4,0,-1.8556305821139238,1,2,0,0,3,1,1,0,0,0,0,0,0,0,1,0,0,0,2,1,1,3,1,6,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10490,-0.24609264906939074,3,5,4,0,-0.08277524615069459,5,2,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,1,3,1,7,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10503,-0.6675920973790438,4,0,2,2,-1.3491004861244298,12,0,0,1,3,2,2,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,9,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10504,0.07003193716284907,10,5,4,0,-0.3360402941454416,6,2,0,0,3,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,6,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10543,-0.9837166836112836,9,0,2,2,0.9302849458282936,12,2,1,4,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,8,0,2,3,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10551,-1.2998412698435233,3,0,1,0,-1.0958354381296829,18,2,0,0,2,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10571,-0.8783418215338703,1,0,4,0,-0.5893053421401887,17,2,1,0,3,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,2,5,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10587,-0.8783418215338703,0,0,3,0,-0.08277524615069459,6,2,1,0,3,1,2,0,0,0,0,0,0,0,1,0,1,0,1,0,1,3,2,10,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10598,-1.1944664077661102,2,0,4,0,1.1835499938230407,11,2,1,3,3,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10599,-0.24609264906939074,4,0,4,0,0.4237548498387995,4,2,1,0,3,1,1,1,1,0,0,0,0,0,1,0,1,0,2,1,0,8,1,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10655,-0.24609264906939074,2,0,4,2,0.4237548498387995,8,1,1,1,3,2,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,11,3,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10679,-0.9837166836112836,9,0,4,0,0.9302849458282936,7,2,1,0,3,1,1,7,0,0,0,0,0,0,0,0,1,0,2,1,1,5,0,5,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10816,-0.35146751114680397,2,3,4,2,0.4237548498387995,4,2,1,3,3,1,2,7,0,0,0,0,0,0,0,0,1,0,2,1,0,4,1,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10843,-0.9837166836112836,4,0,4,0,-0.5893053421401887,17,2,0,0,3,0,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,3,0,11,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10863,-0.8783418215338703,10,0,4,2,-0.3360402941454416,18,2,0,4,3,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3,1,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10875,-0.24609264906939074,4,0,4,0,-0.8425703901349357,1,2,0,0,3,1,1,0,0,0,0,0,0,0,1,0,0,0,2,1,1,3,1,5,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10884,-0.7729669594564571,3,5,4,2,-1.602365534119177,18,2,0,1,3,1,2,7,0,0,1,0,0,0,1,0,1,0,0,1,1,0,2,0,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10923,-0.5622172353016305,3,0,4,0,-0.5893053421401887,12,2,0,0,3,1,1,0,0,0,0,0,0,1,1,0,0,0,2,0,1,8,2,11,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10930,2.809778351175594,1,0,2,0,1.6900800898125348,12,2,1,0,3,2,1,0,0,0,1,0,0,0,0,0,0,2,0,1,1,8,1,9,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10934,-0.9837166836112836,10,4,2,2,0.17048980184405246,0,2,1,0,3,0,0,6,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10959,2.1775291787111146,10,0,4,2,0.9302849458282936,1,2,1,0,3,1,1,0,0,0,0,0,0,0,0,0,1,2,0,1,1,8,1,11,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10965,0.07003193716284907,5,0,4,0,-0.8425703901349357,13,2,0,0,3,1,1,3,0,0,0,0,0,0,0,0,1,0,2,1,1,8,1,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10987,0.07003193716284907,4,0,4,0,1.1835499938230407,6,2,1,4,3,1,1,7,0,1,0,0,0,0,0,0,0,0,1,1,1,8,1,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11025,0.17540679924026234,2,0,2,2,-0.5893053421401887,10,2,1,3,3,1,1,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,0,0,2,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11053,-1.4052161319209366,0,0,4,2,1.1835499938230407,18,2,1,0,3,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,1,8,1,3,3,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11176,-0.03534292491456419,4,3,4,0,-0.5893053421401887,1,2,0,0,3,2,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,7,1,10,2,4,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11200,0.8076559717047419,2,0,3,0,-0.3360402941454416,2,2,0,1,3,1,1,0,0,0,0,0,0,0,0,0,1,2,0,1,0,8,2,11,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11226,-0.03534292491456419,2,0,4,0,0.17048980184405246,12,2,1,0,3,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11237,0.49153138547250214,2,0,4,0,-0.3360402941454416,3,2,0,0,3,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,3,11,3,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11241,2.5990286270207674,10,3,1,2,0.17048980184405246,0,2,1,1,3,1,1,3,0,0,0,0,0,0,0,0,1,2,0,1,1,8,1,11,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11276,-0.4568423732242173,2,0,4,0,1.1835499938230407,12,2,1,0,3,2,0,6,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,8,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11277,1.5452800062466348,2,0,4,2,1.9433451378072817,16,2,1,3,3,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,8,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11303,-0.6675920973790438,5,0,4,0,-1.3491004861244298,8,2,0,0,3,1,2,0,1,0,0,0,0,0,0,0,0,0,2,1,0,3,1,10,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11304,-0.8783418215338703,4,0,4,2,-0.08277524615069459,12,2,1,0,3,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,4,0,11,2,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11321,-0.14071778699197746,3,0,4,0,-1.8556305821139238,0,2,0,3,0,1,1,0,0,0,0,0,0,0,0,0,1,0,2,1,0,8,1,4,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11360,-0.8783418215338703,3,0,4,2,-0.8425703901349357,0,2,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11407,-0.6675920973790438,6,2,0,1,2.1966101858020286,17,2,1,3,3,2,1,5,1,1,1,1,1,1,1,1,1,2,2,0,0,3,3,10,1,2,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11426,-1.089091545688697,6,0,4,0,-1.0958354381296829,8,2,0,0,3,2,0,6,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,11,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11431,3.125902937407834,2,0,4,0,0.6770198978335465,1,2,0,0,3,1,1,0,0,1,0,0,0,0,0,0,0,2,0,1,1,4,2,11,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11450,-0.35146751114680397,10,0,4,0,-0.5893053421401887,12,2,0,0,3,0,1,3,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,5,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11536,1.5452800062466348,4,0,4,0,0.4237548498387995,6,2,1,0,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,5,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11537,1.7560297304014614,2,5,4,0,-0.5893053421401887,11,2,1,0,3,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,4,3,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11559,-0.5622172353016305,1,0,1,0,0.6770198978335465,16,2,1,0,3,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,3,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11603,-0.6675920973790438,9,0,2,2,0.4237548498387995,12,2,1,1,3,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,1,8,1,2,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11610,-0.7729669594564571,4,0,1,0,-0.3360402941454416,3,2,1,0,0,1,2,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,6,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11688,0.9130308337821552,1,5,1,0,1.4368150418177876,7,2,1,0,3,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,4,1,3,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11702,0.5969062475499154,0,0,4,0,0.4237548498387995,8,2,1,0,3,1,1,7,0,0,0,0,0,0,0,0,1,1,1,1,1,4,1,8,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11705,2.0721543166337013,4,0,4,0,-0.8425703901349357,2,2,0,0,3,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,8,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11719,0.9130308337821552,2,0,4,0,-0.08277524615069459,12,2,1,0,3,1,1,6,0,1,0,0,0,0,0,0,0,0,1,1,1,8,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11780,0.07003193716284907,2,0,4,0,0.4237548498387995,17,2,1,0,2,1,1,5,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11864,-0.6675920973790438,9,5,4,2,-1.0958354381296829,5,2,0,0,3,1,1,3,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,6,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11875,-0.4568423732242173,10,0,2,0,1.1835499938230407,17,2,1,2,3,2,1,5,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,10,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11887,-0.5622172353016305,4,5,3,0,1.9433451378072817,5,2,1,0,3,1,2,3,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,8,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11897,0.9130308337821552,2,0,1,0,-0.08277524615069459,17,2,0,0,3,1,2,3,0,0,0,0,0,0,0,0,1,0,1,0,1,8,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11935,0.8076559717047419,0,5,1,1,1.1835499938230407,0,2,1,4,3,2,1,5,0,0,0,0,0,0,0,0,1,0,0,1,1,5,2,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11936,1.9667794545562878,1,0,4,2,-0.08277524615069459,1,2,1,0,3,1,1,7,0,0,0,0,0,0,0,0,1,0,1,1,1,7,1,6,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11956,-0.4568423732242173,1,0,3,0,-0.5893053421401887,10,2,1,0,3,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,11,3,4,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11957,0.2807816613176756,10,5,4,2,0.9302849458282936,18,2,1,1,3,1,2,5,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12000,-0.6675920973790438,2,0,4,0,-1.3491004861244298,16,2,0,0,3,1,1,7,0,0,0,0,0,0,0,0,1,0,2,1,0,4,2,11,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12007,-1.1944664077661102,3,0,4,0,0.17048980184405246,20,2,0,0,3,2,1,1,0,0,0,0,0,0,0,0,1,0,2,0,0,4,2,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
